"id","english","vietnamese","note","module","boi_canh","vi_du"
"456","SSO (Single Sign-On)","Đăng nhập một lần (SSO)","Cơ chế cho phép người dùng đăng nhập một lần để truy cập nhiều dịch vụ/ứng dụng. Tiện lợi và giảm password fatigue. Rủi ro: single point of failure/compromise. Phòng thủ: bảo vệ IdP (Identity Provider), MFA, monitoring, session management.","7","Người dùng chỉ cần đăng nhập một lần qua SSO để truy cập vào hệ thống CRM, email và ứng dụng nội bộ.","Nhân viên đăng nhập bằng tài khoản Google và tự động truy cập Jira, Slack, GitHub mà không cần nhập lại mật khẩu."
"457","Federated authentication","Xác thực liên liên kết (Federated authentication)","Mô hình SSO giữa các tổ chức/ứng dụng sử dụng trust (ví dụ SAML, OpenID Connect) để chia sẻ identity/assertions. Giúp hợp tác cross-domain. Rủi ro: trust misconfiguration, assertion abuse. Phòng thủ: validate assertions, strict metadata, short token lifetime, audit.","7","Hai công ty hợp tác dùng SAML Federation cho phép nhân viên truy cập hệ thống đối tác bằng tài khoản công ty mình.","Người dùng sử dụng tài khoản đại học (IdP A) để đăng nhập vào hệ thống học trực tuyến quốc gia (SP B) thông qua SAML."
"458","Privilege escalation","Leo thang đặc quyền","Hành vi hoặc exploit để tăng quyền từ thấp lên cao (ví dụ user -> admin). Là bước điển hình trong xâm nhập nội bộ để mở rộng quyền. Phòng thủ: patching, least privilege, EDR, privilege monitoring, use of immutable infrastructure.","7","Sau khi xâm nhập vào máy chủ, hacker khai thác lỗi kernel để leo thang đặc quyền lên quyền root và kiểm soát toàn bộ hệ thống.","Hacker khai thác lỗ hổng trong dịch vụ để nâng quyền từ người dùng thường lên quản trị viên."
"459","DRM (Digital Rights Management)","Quản lý quyền số (DRM)","C&aacute;c kỹ thuật/cơ chế bảo vệ nội dung số (bảo vệ bản quyền, kiểm soát playback). Sử dụng mã hóa, license server, watermarking. Lưu ý: có thể ảnh hưởng UX và privacy nếu triển khai quá chặt.","7","Nền tảng streaming áp dụng DRM để ngăn người dùng tải trái phép hoặc chia sẻ video được cấp phép.","Netflix sử dụng DRM để mã hóa nội dung phim, ngăn người dùng ghi lại video bằng phần mềm chụp màn hình."
"460","Vertical privilege escalation","Leo thang đặc quyền theo chiều dọc","Khi attacker nâng từ account có ít quyền (user) lên account có quyền cao hơn (admin/root). Phòng thủ: patching, role separation, monitoring privileged actions, use of least-privilege accounts.","7","Một người dùng thường khai thác lỗ hổng để truy cập vào bảng điều khiển admin mà lẽ ra họ không có quyền.","Người dùng thông thường truy cập được giao diện quản trị do lỗi kiểm tra quyền truy cập."
"461","Horizontal privilege escalation","Leo thang đặc quyền theo chiều ngang","Khi attacker truy cập vào tài nguyên của user khác có cùng mức privilege (ví dụ user A xem dữ liệu user B) — do broken access control. Phòng thủ: proper authorization checks, per-user access controls, tests for IDOR/ACL bugs, logging.","7","Một lỗi trong API cho phép user A xem hồ sơ của user B — đây là ví dụ của horizontal privilege escalation.","Người dùng A đổi ID trong URL từ /profile?id=1 thành /profile?id=2 để xem dữ liệu của người dùng B."
"462","Account takeover (ATO)","Chiếm đoạt tài khoản","Kẻ tấn công chiếm quyền điều khiển tài khoản người dùng (email, ngân hàng, SaaS…) bằng credential lấy được (phishing, credential stuffing, mua mật khẩu rò rỉ). Hậu quả: gian lận, rút tiền, mất dữ liệu. Phòng thủ: MFA, phát hiện bot/behavioural anomalies, rate-limiting, notify user.","7","Hàng loạt tài khoản ngân hàng bị chiếm đoạt (ATO) sau khi hacker sử dụng mật khẩu rò rỉ từ các trang web khác.","Hacker dùng mật khẩu bị rò rỉ để đăng nhập vào tài khoản ngân hàng của nạn nhân và rút tiền."
"463","Metadata service attacks (cloud metadata attacks / IMDS abuse)","Tấn công dịch vụ metadata","Tấn công lợi dụng instance metadata service (IMDS) trên VM cloud để lấy IAM credentials hoặc metadata nhạy cảm — thường qua SSRF hoặc lạm dụng cấu hình IMDS cũ. Phòng thủ: dùng IMDSv2, hạn chế quyền IAM instance, validate/patch ứng dụng.","7","Một lỗ hổng SSRF trong ứng dụng cloud bị khai thác để truy cập vào metadata service và đánh cắp IAM credentials.","Hacker lợi dụng lỗ hổng SSRF trong ứng dụng web trên AWS EC2 để truy cập metadata service và lấy IAM token."
"464","Resource exhaustion","Cạn kiệt tài nguyên","Loại tấn công làm tiêu thụ CPU, RAM, file-descriptors, connection pool… khiến service chậm hoặc sập — dạng con của DoS. Phòng thủ: throttling, quotas, circuit breakers, proper input validation.","7","Hệ thống bị sập khi kẻ tấn công gửi hàng nghìn request mỗi giây khiến CPU và RAM cạn kiệt.","Script gửi liên tục 1 triệu request khiến web server bị treo do đầy connection pool."
"465","DoS attack (Denial-of-Service)","Tấn công từ chối dịch vụ (DoS/DDoS)","Làm dịch vụ không sẵn sàng cho người dùng hợp lệ bằng cách làm tắc nghẽn băng thông hoặc cạn kiệt tài nguyên; DDoS sử dụng nhiều nguồn phân tán. Phòng thủ: CDN, WAF, DDoS protection, scaling, rate-limit.","7","Website chính phủ bị tấn công DDoS khiến người dân không thể truy cập dịch vụ trực tuyến trong nhiều giờ.","Botnet Mirai gửi hàng triệu gói SYN đến web ngân hàng làm nghẽn băng thông."
"466","Searchsploit","Searchsploit","Lệnh CLI để tìm exploit/PoC trong cơ sở dữ liệu Exploit-DB offline; dùng trong thu thập PoC khi pentest.","7","Trong buổi pentest, chuyên gia sử dụng Searchsploit để nhanh chóng tìm mã khai thác tương ứng với phiên bản Apache đang chạy.","Pentester dùng lệnh searchsploit vsftpd 2.3.4 để tìm mã khai thác có sẵn cho dịch vụ FTP mục tiêu."
"467","D2O attack (Direct-to-Origin attack)","Tấn công trực tiếp về origin (D2O)","Tấn công DDoS/DoS nhắm thẳng vào IP origin (bỏ qua CDN/reverse-proxy) sau khi lộ địa chỉ origin, làm vô hiệu hóa tầng bảo vệ CDN. Phòng thủ: ẩn origin, use WAF/CDN rules, origin ACLs.","7","Dù trang web có CDN bảo vệ, hacker phát hiện IP origin thực và tấn công trực tiếp, khiến hệ thống ngừng hoạt động.","Sau khi phát hiện IP thật của máy chủ gốc, hacker tấn công DDoS trực tiếp vào IP đó, bỏ qua lớp bảo vệ Cloudflare."
"468","Cloud malware injection attack","Tấn công chèn/mã độc lên cloud (Malware injection)","Kẻ tấn công chèn mã độc vào ứng dụng/instance/cloud image hoặc container (qua lỗ hổng, compromised third-party libs, CI/CD hay supply-chain) để chiếm dữ liệu/ứng dụng. Phòng thủ: image signing, secure CI/CD, dependency scanning, runtime detection.","7","Kẻ tấn công tải lên một image độc hại vào môi trường cloud CI/CD để cài mã khai thác vào container của khách hàng.","Kẻ tấn công tải lên image EC2 có chứa backdoor, sau đó người khác triển khai nhầm image này."
"469","Side-channel attack","Tấn công side-channel","Lấy thông tin nhạy cảm (key, dữ liệu) bằng cách quan sát thời gian xử lý, điện năng, cache behavior, electromagnetic emissions… Thường là tấn công trên phần cứng/crypto implementation. Phòng thủ: constant-time algorithms, noise, hardware mitigations.","7","Nhà nghiên cứu chứng minh rằng có thể trích xuất khóa mã hóa bằng cách đo thời gian xử lý của CPU (timing attack).","Kẻ tấn công đo thời gian xử lý phép toán RSA để suy ra khóa bí mật (private key)."
"470","SDK (Software Development Kit)","Bộ công cụ phát triển phần mềm (SDK)","Thư viện + công cụ giúp dev tích hợp dịch vụ/feature; rủi ro khi SDK bị compromise (supply-chain) hoặc lộ secret trong config.","7","Ứng dụng mobile của công ty sử dụng Facebook SDK, vô tình để lộ access token trong quá trình debug.","Nhà phát triển tích hợp Facebook SDK để đăng nhập bằng Facebook; nếu SDK lỗi thời, có thể bị lộ token truy cập."
"471","CDK (Cloud Development Kit)","Bộ công cụ phát triển hạ tầng/ứng dụng (CDK)","Framework IaC (ví dụ AWS CDK) để định nghĩa hạ tầng bằng code; giúp deploy reproducible infra. Lưu ý bảo mật: secret handling, least-privilege IAM, review IaC.","7","Nhóm DevOps triển khai hạ tầng AWS tự động thông qua AWS CDK để quản lý Infrastructure-as-Code an toàn và thống nhất.","Dùng AWS CDK để viết code TypeScript triển khai toàn bộ hạ tầng web gồm EC2, S3 và IAM."
"472","ICS (Industrial Control System)","Hệ thống điều khiển công nghiệp (ICS)","Hệ thống điều khiển (PLC, RTU, HMI) cho nhà máy, lưới điện, water treatment… Rủi ro: legacy protocols, availability-critical. Phòng thủ: network segmentation (OT/IT), monitoring, patch policy.","7","Trong nhà máy điện, ICS điều khiển hoạt động của các máy phát và giám sát áp suất đường ống theo thời gian thực.","Hệ thống PLC điều khiển dây chuyền sản xuất trong nhà máy ô tô."
"473","SCADA (Supervisory Control And Data Acquisition)","Hệ thống giám sát & thu thập dữ liệu (SCADA)","Kiểm soát và giám sát quá trình công nghiệp từ xa; thường kết hợp với ICS. Bảo vệ tương tự ICS: air-gapped patterns, strong authentication, anomaly detection.","7","Kỹ sư vận hành theo dõi hệ thống nước qua SCADA từ trung tâm điều khiển và có thể đóng/mở van từ xa.","Trung tâm điều hành lưới điện giám sát và điều khiển trạm biến áp từ xa qua hệ thống SCADA."
"474","IIoT (Industrial Internet of Things)","Internet vạn vật công nghiệp (IIoT)","Thiết bị kết nối trong môi trường sản xuất/OT (sensors, actuators). Rủi ro: firmware, insecure protocols. Phòng thủ: device inventory, secure OTA, segmentation.","7","Hệ thống IIoT trong dây chuyền sản xuất gửi dữ liệu cảm biến lên cloud để tối ưu bảo trì thiết bị.","Cảm biến đo nhiệt độ gắn vào máy móc gửi dữ liệu về trung tâm điều khiển công nghiệp qua mạng OT."
"475","BLE (Bluetooth Low Energy)","Bluetooth Low Energy (BLE)","Giao thức BLE cho thiết bị IoT/ble beacons; có vector tấn công pairing flaws, tracking. Phòng thủ: secure pairing modes, firmware updates, minimize advertising.","7","Các beacon BLE trong siêu thị truyền tín hiệu tới điện thoại khách hàng để hiển thị quảng cáo gần vị trí của họ.","Vòng tay thông minh kết nối với điện thoại qua BLE để theo dõi nhịp tim người dùng."
"476","Fog (Fog computing / Edge-fog)","Tính toán sương mù (Fog computing)","Mô hình tính toán phân tán nằm giữa cloud và edge: xử lý gần nguồn dữ liệu để giảm độ trễ. Rủi ro: nhiều điểm tấn công phân tán. Phòng thủ: secure edge nodes, consistent policy.","7","Trong hệ thống camera thông minh, dữ liệu được xử lý ngay tại nút fog gần nguồn thay vì gửi hết lên cloud, giảm độ trễ đáng kể.","Camera giám sát xử lý nhận dạng khuôn mặt tại nút fog thay vì gửi toàn bộ video lên cloud."
