"id","english","vietnamese","note","module","boi_canh","vi_du"
"1126","NIST (National Institute of Standards and Technology)","Viện Tiêu chuẩn và Công nghệ Quốc gia Hoa Kỳ","Cơ quan phát triển các khung tiêu chuẩn về an ninh mạng và công nghệ thông tin","IOT","",""
"1127","NIST SP 800-53","Hướng dẫn kiểm soát an ninh thông tin và quyền riêng tư","Tài liệu quy định các biện pháp bảo mật cho hệ thống CNTT của chính phủ và doanh nghiệp","IOT","",""
"1128","NIST SP 800-82 (Guide to ICS Security)","Hướng dẫn bảo mật hệ thống điều khiển công nghiệp (ICS)","Đưa ra các biện pháp bảo vệ ICS/SCADA trước rủi ro tấn công mạng","IOT","",""
"1129","NIST Cybersecurity Framework (CSF)","Khung an ninh mạng NIST","Bộ khung gồm 5 chức năng – Identify, Protect, Detect, Respond, Recover – nhằm quản lý và giảm thiểu rủi ro an ninh mạng","IOT","",""
"1130","CIS (Center for Internet Security)","Trung tâm An ninh Mạng Internet","Tổ chức phi lợi nhuận phát triển tiêu chuẩn và hướng dẫn an ninh mạng toàn cầu","IOT","",""
"1131","CIS Controls","Bộ kiểm soát an ninh CIS","Danh sách các biện pháp bảo mật tốt nhất giúp giảm thiểu rủi ro mạng và nâng cao khả năng phòng thủ","IOT","",""
"1132","MITRE ATT&CK","Khung tấn công MITRE","Cơ sở tri thức về chiến thuật, kỹ thuật và quy trình tấn công mạng của hacker","IOT","","Dùng để phân tích, phát hiện và phòng chống tấn công mạng trong hệ thống IoT và OT."
"1133","MITRE ATT&CK for ICS","Khung tấn công MITRE dành cho hệ thống điều khiển công nghiệp","Cơ sở tri thức mô tả các chiến thuật, kỹ thuật và quy trình tấn công mạng vào môi trường ICS/SCADA","IOT","","Dùng để phân tích, phát hiện và phòng chống tấn công mạng trong các hệ thống IoT và OT."
"1134","ANSI (American National Standards Institute)","Viện Tiêu chuẩn Quốc gia Hoa Kỳ","Tổ chức phát triển, phê duyệt và điều phối các tiêu chuẩn kỹ thuật, an toàn và chất lượng tại Hoa Kỳ","IOT","","Giúp đảm bảo tính tương thích và tin cậy trong các hệ thống công nghiệp và CNTT."
"1135","IEEE (Institute of Electrical and Electronics Engineers)","Viện Kỹ sư Điện và Điện tử","Tổ chức quốc tế phát triển các tiêu chuẩn trong lĩnh vực điện, điện tử, viễn thông và công nghệ thông tin","IOT","","Cung cấp nền tảng kỹ thuật cho mạng lưới và hệ thống IoT."
"1136","IEEE 802.3 (Ethernet)","Tiêu chuẩn mạng có dây Ethernet","Được IEEE phát triển, quy định phương thức truyền dữ liệu qua cáp vật lý trong mạng LAN","IOT","","Là nền tảng chính của hầu hết các mạng công nghiệp và doanh nghiệp."
"1137","IEEE 802.11 (Wi-Fi)","Tiêu chuẩn mạng không dây Wi-Fi","Quy định các giao thức truyền thông không dây trong mạng LAN","IOT","","Dùng phổ biến trong các thiết bị IoT và hệ thống điều khiển thông minh."
"1138","IEEE 802.15.4 (Low-Rate WPAN, base for Zigbee/Thread)","Tiêu chuẩn mạng cá nhân không dây tốc độ thấp","Là nền tảng cho các giao thức như Zigbee và Thread","IOT","","Dùng trong truyền thông cảm biến, tự động hóa và các thiết bị IoT công suất thấp."
"1139","IETF (Internet Engineering Task Force)","Nhóm Công tác Kỹ thuật Internet","Tổ chức quốc tế phát triển và duy trì các tiêu chuẩn giao thức Internet như TCP/IP, HTTP, DNS","IOT","","Đảm bảo tính tương tác và bảo mật cho các hệ thống IoT kết nối Internet."
"1140","RFC (Request for Comments)","Tài liệu yêu cầu phản hồi kỹ thuật","Được IETF phát hành, mô tả các tiêu chuẩn, giao thức và cơ chế hoạt động trên Internet","IOT","","Là cơ sở tham chiếu kỹ thuật cho các nhà phát triển mạng và IoT."
"1141","GDPR (General Data Protection Regulation)","Quy định chung về bảo vệ dữ liệu của Liên minh Châu Âu","Đặt ra các yêu cầu nghiêm ngặt về thu thập, lưu trữ và xử lý dữ liệu cá nhân","IOT","","Áp dụng cho các hệ thống IoT khi xử lý thông tin người dùng ở khu vực EU."
"1142","HIPAA (Health Insurance Portability and Accountability Act)","Đạo luật bảo mật và tính di động của thông tin y tế tại Hoa Kỳ","Bảo vệ dữ liệu sức khỏe cá nhân và yêu cầu bảo mật nghiêm ngặt trong hệ thống CNTT y tế","IOT","","Quan trọng với các thiết bị IoT trong lĩnh vực chăm sóc sức khỏe."
"1143","CCPA (California Consumer Privacy Act)","Luật bảo vệ quyền riêng tư người tiêu dùng California","Cho phép người dùng kiểm soát cách doanh nghiệp thu thập và chia sẻ dữ liệu cá nhân","IOT","","Liên quan đến quản lý dữ liệu trong các hệ thống IoT thương mại."
"1144","Compliance","Tuân thủ","Việc đảm bảo hệ thống hoặc tổ chức thực hiện đúng các tiêu chuẩn, quy định và luật pháp liên quan","IOT","","Là yếu tố quan trọng trong an ninh mạng IoT và OT."
"1145","Regulation","Quy định pháp lý","Các điều luật hoặc tiêu chuẩn được cơ quan nhà nước ban hành để quản lý hoạt động kỹ thuật và bảo mật","IOT","","Giúp định hướng việc vận hành và bảo vệ hạ tầng công nghiệp."
"1146","Audit","Kiểm toán","Quy trình đánh giá và xác minh mức độ tuân thủ, bảo mật và hiệu quả của hệ thống","IOT","","Dùng để phát hiện lỗ hổng và đảm bảo tính toàn vẹn trong hệ thống IoT/ICS."
"1147","Governance","Quản trị","Hệ thống quy tắc, chính sách và cơ chế điều phối nhằm đảm bảo an toàn, hiệu quả và tuân thủ trong tổ chức","IOT","","Là nền tảng của quản trị an ninh mạng doanh nghiệp."
"1148","Guideline","Hướng dẫn","Tập hợp khuyến nghị hoặc chỉ dẫn giúp triển khai và duy trì an ninh, tuân thủ trong hệ thống","IOT","","Giúp tiêu chuẩn hóa quy trình vận hành IoT/OT."
"1149","Standard Operating Procedure (SOP)","Quy trình vận hành chuẩn","Tập hợp các bước cụ thể được thiết lập để đảm bảo thực hiện công việc đúng cách, nhất quán và an toàn","IOT","","Dùng trong quản lý sự cố, bảo trì và vận hành hệ thống mạng."
"1150","Best Practice","Thực tiễn tốt nhất","Phương pháp hoặc quy trình đã được chứng minh mang lại hiệu quả cao trong bảo mật và vận hành hệ thống","IOT","","Được sử dụng như chuẩn mực trong triển khai an ninh mạng và IoT công nghiệp."
"1151","Access Vector","Vector truy cập","Con đường hoặc phương thức mà kẻ tấn công sử dụng để tiếp cận và khai thác một lỗ hổng","IOT","","Vector truy cập (Access Vector) của lỗ hổng này được đánh giá là "Mạng" (Network), nghĩa là kẻ tấn công có thể khai thác nó từ xa qua Internet."
"1152","Attack Tree","Cây tấn công","Một sơ đồ phân cấp mô tả các cách khác nhau để đạt được mục tiêu tấn công, chia nhỏ mục tiêu chính thành các mục tiêu con","IOT","","Chuyên gia bảo mật đã vẽ một Cây tấn công (Attack Tree) để phân tích các kịch bản xâm nhập vào máy chủ cơ sở dữ liệu."
"1153","Audit Trail","Dấu vết kiểm toán (hoặc Nhật ký kiểm toán)","Một bản ghi tuần tự, theo thời gian về các sự kiện hoặc hành động đã xảy ra trên hệ thống, dùng để điều tra hoặc xem xét lại","IOT","","Nhờ có Dấu vết kiểm toán (Audit Trail) chi tiết, quản trị viên đã phát hiện ra tài khoản nào đã xóa tệp tin quan trọng lúc 2 giờ sáng."
"1154","Backdoor","Cửa hậu","Một phương thức bí mật để bypass (vượt qua) cơ chế xác thực hoặc kiểm soát truy cập, thường được cài cắm bởi kẻ tấn công để duy trì quyền truy cập","IOT","","Sau khi khai thác máy chủ, kẻ tấn công đã cài đặt một Cửa hậu (Backdoor) để hắn có thể quay lại bất cứ lúc nào."
"1155","Botnet","Mạng Botnet (hoặc Mạng máy tính ma)","Một mạng lưới các máy tính bị xâm nhập (gọi là bot hoặc zombie) được điều khiển từ xa bởi một kẻ tấn công để thực hiện các hành vi độc hại","IOT","","Kẻ tấn công đã sử dụng một Mạng Botnet (Botnet) gồm 100.000 máy tính bị lây nhiễm để thực hiện một cuộc tấn công DDoS quy mô lớn."
"1156","Brute Force Attack","Tấn công Brute Force (Tấn công vét cạn)","Kỹ thuật thử liên tục tất cả các tổ hợp mật khẩu hoặc khóa (key) có thể có cho đến khi tìm được đáp án đúng","IOT","","Một cuộc Tấn công Brute Force (Brute Force Attack) đã được phát hiện khi hệ thống ghi nhận tài khoản 'admin' có 5.000 lần đăng nhập thất bại trong một giờ."
"1157","Buffer Overflow","Lỗi tràn bộ đệm","Một lỗ hổng xảy ra khi một chương trình ghi dữ liệu vượt quá ranh giới của bộ đệm (buffer), làm ghi đè lên bộ nhớ liền kề, có thể dẫn đến thực thi mã độc","IOT","","Bằng cách gửi một chuỗi 500 ký tự vào một trường chỉ mong đợi 100 ký tự, kẻ tấn công đã khai thác Lỗi tràn bộ đệm (Buffer Overflow) để giành quyền kiểm soát ứng dụng."
"1158","Chain of Trust","Chuỗi tin cậy","Một mô hình bảo mật phân cấp, trong đó mỗi thành phần (ví dụ: chứng chỉ SSL) được xác thực và tin cậy bởi thành phần cấp cao hơn nó, tạo thành một chuỗi","IOT","","Trình duyệt báo lỗi vì Chuỗi tin cậy (Chain of Trust) của chứng chỉ SSL bị hỏng; chứng chỉ gốc (Root CA) không được tin cậy."
"1159","Ciphertext","Bản mã","Kết quả của việc mã hóa bản rõ (plaintext) dữ liệu đã bị xáo trộn và không thể đọc được nếu không có khóa giải mã","IOT","","Tệp tin bị đánh cắp chỉ là một mớ Bản mã (Ciphertext) vô nghĩa vì kẻ tấn công không có khóa riêng (private key) để giải mã nó."
"1160","Plaintext","Bản rõ","Thông tin gốc, chưa được mã hóa và có thể đọc hiểu được; là đầu vào của quá trình mã hóa","IOT","","Lỗ hổng nghiêm trọng nhất là ứng dụng lưu trữ mật khẩu của người dùng dưới dạng Bản rõ (Plaintext) trong cơ sở dữ liệu thay vì băm (hash) chúng."
"1161","Command and Control (C2)","Chỉ huy và Kiểm soát (C2)","Cơ sở hạ tầng (máy chủ, kênh liên lạc) mà kẻ tấn công sử dụng để gửi lệnh và điều khiển từ xa các máy tính đã bị lây nhiễm malware hoặc botnet","IOT","","Đội phòng thủ đã phát hiện lưu lượng truy cập đáng ngờ đến một địa chỉ IP lạ, đây chính là kênh liên lạc Chỉ huy và Kiểm soát (C2) của phần mềm độc hại."
"1162","Compensating Control","Biện pháp kiểm soát bù trừ","Một biện pháp bảo mật thay thế được áp dụng khi không thể thực hiện biện pháp kiểm soát chính (primary control) theo yêu cầu","IOT","","Vì không thể vá (patch) máy chủ cũ, công ty đã áp dụng Biện pháp kiểm soát bù trừ (Compensating Control) bằng cách đặt nó sau một Tường lửa ứng dụng web (WAF)."
"1163","Configuration Management","Quản lý cấu hình","Quá trình thiết lập và duy trì sự nhất quán về hiệu suất, chức năng và thiết kế của một hệ thống hoặc sản phẩm trong suốt vòng đời của nó","IOT","","Lỗ hổng xảy ra do Quản lý cấu hình (Configuration Management) yếu kém; máy chủ thử nghiệm đã bị đẩy lên sản phẩm với cổng gỡ lỗi (debug port) vẫn đang mở."
"1164","Credential Stuffing","Tấn công nhồi thông tin đăng nhập","Một kiểu tấn công tự động sử dụng các cặp tên người dùng và mật khẩu bị rò rỉ (leaked) từ các vụ vi phạm (breach) trước đó để thử đăng nhập vào các dịch vụ khác","IOT","","Kẻ tấn công đã thực hiện Tấn công nhồi thông tin đăng nhập (Credential Stuffing) bằng cách dùng 1 triệu tài khoản rò rỉ từ LinkedIn để thử đăng nhập vào Facebook."
